,description,img,label
OWLClass_000896,"A hydrothermal vent is a fissure in a planet's surface from which geothermally heated water issues. Hydrothermal vents are commonly found near volcanically active places, areas where tectonic plates are moving apart at spreading centers, ocean basins, and hotspots. Hydrothermal vents exist because the earth is both geologically active and has large amounts of water on its surface and within its crust. Common land types include hot springs, fumaroles and geysers. Under the sea, hydrothermal vents may form features called black smokers. Relative to the majority of the deep sea, the areas around submarine hydrothermal vents are biologically more productive, often hosting complex communities fueled by the chemicals dissolved in the vent fluids. Chemosynthetic bacteria and archaea form the base of the food chain, supporting diverse organisms, including giant tube worms, clams, limpets and shrimp. Active hydrothermal vents are believed to exist on Jupiter's moon Europa, and Saturn's moon Enceladus, and it is speculated that ancient hydrothermal vents once existed on Mars.",img/hydrothermal vents.jpg,hydrothermal vents
OWLClass_000897,"A cold seep (sometimes called a cold vent) is an area of the ocean floor where hydrogen sulfide, methane and other hydrocarbon-rich fluid seepage occurs, often in the form of a brine pool. Cold does not mean that the temperature of the seepage is lower than that of the surrounding sea water. On the contrary, its temperature is often slightly higher. The ""cold"" is relative to the very warm (at least 60 \xc2\xb0C or 140 \xc2\xb0F) conditions of a hydrothermal vent. Cold seeps constitute a biome supporting several endemic species. Cold seeps develop unique topography over time, where reactions between methane and seawater create carbonate rock formations and reefs. These reactions may also be dependent on bacterial activity. Ikaite, a hydrous calcium carbonate, can be associated with oxidizing methane at cold seeps.",img/cold seeps.jpg,cold seeps
OWLClass_000898,"The pelagic zone consists of the water column of the open ocean, and can be further divided into regions by depth. The pelagic zone can be thought of in terms of an imaginary cylinder or water column that goes from the surface of the sea almost to the bottom. Conditions differ deeper in the water column such that as pressure increases with depth, the temperature drops and less light penetrates. Depending on the depth, the water column, rather like the Earth's atmosphere, may be divided into different layers. The pelagic zone occupies 1,330 million km3 (320 million mi3) with a mean depth of 3.68 km (2.29 mi) and maximum depth of 11 km (6.8 mi). Fish that live in the pelagic zone are called pelagic fish. Pelagic life decreases with increasing depth. It is affected by light intensity, pressure, temperature, salinity, the supply of dissolved oxygen and nutrients, and the submarine topography, which is called bathymetry. In deep water, the pelagic zone is sometimes called the open-ocean zone and can be contrasted with water that is near the coast or on the continental shelf. In other contexts, coastal water not near the bottom is still said to be in the pelagic zone. The pelagic zone can be contrasted with the benthic and demersal zones at the bottom of the sea. The benthic zone is the ecological region at the very bottom of the sea. It includes the sediment surface and some subsurface layers. Marine organisms living in this zone, such as clams and crabs, are called benthos. The demersal zone is just above the benthic zone. It can be significantly affected by the seabed and the life that lives there. Fish that live in the demersal zone are called demersal fish, and can be divided into benthic fish, which are denser than water so they can rest on the bottom, and benthopelagic fish, which swim in the water column just above the bottom. Demersal fish are also known as bottom feeders and groundfish.",img/pelagic hydrothermal vents.jpg,pelagic hydrothermal vents
OWLClass_000899,"Nekton or necton refers to the aggregate of actively swimming aquatic organisms in a body of water. The term was proposed by German biologist Ernst Haeckel to differentiate between the active swimmers in a body of water, and the passive organisms that were carried along by the current, the plankton. As a guideline, nektonic organisms have a high Reynolds number (greater than 1000) and planktonic organisms a low one (less than 10). However, some organisms can begin life as plankton and transition to nekton later on in life, sometimes making distinction difficult when attempting to classify certain plankton-to-nekton species as one or the other.",img/nektonic hydrothermal vents.jpg,nektonic hydrothermal vents
OWLClass_000900,"The benthic zone is the ecological region at the lowest level of a body of water such as an ocean or a lake, including the sediment surface and some sub-surface layers. Organisms living in this zone are called benthos, e.g. the benthic invertebrate community, including crustaceans and polychaetes. The organisms generally live in close relationship with the substrate bottom and many are permanently attached to the bottom. The superficial layer of the soil lining the given body of water, the benthic boundary layer, is an integral part of the benthic zone, as it greatly influences the biological activity that takes place there. Examples of contact soil layers include sand bottoms, rocky outcrops, coral, and bay mud.",img/benthic hydrothermal vents.jpg,benthic hydrothermal vents
OWLClass_000901,"The pelagic zone consists of the water column of the open ocean, and can be further divided into regions by depth. The pelagic zone can be thought of in terms of an imaginary cylinder or water column that goes from the surface of the sea almost to the bottom. Conditions differ deeper in the water column such that as pressure increases with depth, the temperature drops and less light penetrates. Depending on the depth, the water column, rather like the Earth's atmosphere, may be divided into different layers. The pelagic zone occupies 1,330 million km3 (320 million mi3) with a mean depth of 3.68 km (2.29 mi) and maximum depth of 11 km (6.8 mi). Fish that live in the pelagic zone are called pelagic fish. Pelagic life decreases with increasing depth. It is affected by light intensity, pressure, temperature, salinity, the supply of dissolved oxygen and nutrients, and the submarine topography, which is called bathymetry. In deep water, the pelagic zone is sometimes called the open-ocean zone and can be contrasted with water that is near the coast or on the continental shelf. In other contexts, coastal water not near the bottom is still said to be in the pelagic zone. The pelagic zone can be contrasted with the benthic and demersal zones at the bottom of the sea. The benthic zone is the ecological region at the very bottom of the sea. It includes the sediment surface and some subsurface layers. Marine organisms living in this zone, such as clams and crabs, are called benthos. The demersal zone is just above the benthic zone. It can be significantly affected by the seabed and the life that lives there. Fish that live in the demersal zone are called demersal fish, and can be divided into benthic fish, which are denser than water so they can rest on the bottom, and benthopelagic fish, which swim in the water column just above the bottom. Demersal fish are also known as bottom feeders and groundfish.",img/pelagic cold seeps.jpg,pelagic cold seeps
OWLClass_000902,"Nekton or necton refers to the aggregate of actively swimming aquatic organisms in a body of water. The term was proposed by German biologist Ernst Haeckel to differentiate between the active swimmers in a body of water, and the passive organisms that were carried along by the current, the plankton. As a guideline, nektonic organisms have a high Reynolds number (greater than 1000) and planktonic organisms a low one (less than 10). However, some organisms can begin life as plankton and transition to nekton later on in life, sometimes making distinction difficult when attempting to classify certain plankton-to-nekton species as one or the other.",img/nektonic cold seeps.jpg,nektonic cold seeps
OWLClass_000903,"The benthic zone is the ecological region at the lowest level of a body of water such as an ocean or a lake, including the sediment surface and some sub-surface layers. Organisms living in this zone are called benthos, e.g. the benthic invertebrate community, including crustaceans and polychaetes. The organisms generally live in close relationship with the substrate bottom and many are permanently attached to the bottom. The superficial layer of the soil lining the given body of water, the benthic boundary layer, is an integral part of the benthic zone, as it greatly influences the biological activity that takes place there. Examples of contact soil layers include sand bottoms, rocky outcrops, coral, and bay mud.",img/benthic cold seeps.jpg,benthic cold seeps
OWLClass_000904,Missing description...,img/underground biomes.jpg,underground biomes
OWLClass_000905,"A cave is a hollow place in the ground, specifically a natural space large enough for a human to enter. Caves form naturally by the weathering of rock and often extend deep underground. The word cave can also refer to much smaller openings such as sea caves, rock shelters, and grottos, though strictly speaking a cave is exogene, meaning it is deeper than its opening is wide, and a rock shelter is endogene. A cavern is a specific type of cave, naturally formed in soluble rock with the ability to grow speleothems. Speleology is the science of exploration and study of all aspects of caves and the cave environment. Visiting or exploring caves for recreation may be called caving, potholing, or spelunking.",img/cave ecosystems.jpg,cave ecosystems
OWLClass_000906,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/microbiomes.jpg,microbiomes
OWLClass_000907,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/extremophile ecosystem.jpg,extremophile ecosystem
OWLClass_000908,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/microbial ecosystems.jpg,microbial ecosystems
OWLClass_000909,Missing description...,img/hot spring.jpg,hot spring
OWLClass_000910,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/wet microbial ecosystem.jpg,wet microbial ecosystem
OWLClass_000911,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/dry microbial ecosystem.jpg,dry microbial ecosystem
OWLClass_000912,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/microbiomes.jpg,microbiomes
OWLClass_000913,"A microbiota is an ""ecological community of commensal, symbiotic and pathogenic microorganisms"" found in and on all multicellular organisms studied to date from plants to animals. A microbiota includes bacteria, archaea, protists, fungi and viruses. Microbiota have been found to be crucial for immunologic, hormonal and metabolic homeostasis of their host. The synonymous term microbiome describes either the collective genomes of the microorganisms that reside in an environmental niche or the microorganisms themselves. The microbiome and host emerged during evolution as a synergistic unit from epigenetics and genetic characteristics, sometimes collectively referred to as a holobiont.",img/extremophile ecosystem.jpg,extremophile ecosystem
OWLClass_000969,Missing description...,img/gas-gas.jpg,gas-gas
OWLClass_000970,Missing description...,img/liquid-liquid.jpg,liquid-liquid
OWLClass_000971,Missing description...,img/solid-solid.jpg,solid-solid
OWLClass_000972,Missing description...,img/solid-liquid.jpg,solid-liquid
OWLClass_000973,Missing description...,img/object.jpg,object
OWLClass_000974,Missing description...,img/particulate.jpg,particulate
OWLClass_000975,Missing description...,img/composite.jpg,composite
OWLClass_001134,"Animals are multicellular eukaryotic organisms that form the biological kingdom Animalia. With few exceptions, animals consume organic material, breathe oxygen, are able to move, reproduce sexually, and grow from a hollow sphere of cells, the blastula, during embryonic development. Over 1.5 million living animal species have been described -- of which around 1 million are insects -- but it has been estimated there are over 7 million animal species in total. Animals range in length from 8.5 millionths of a metre to 33.6 metres (110 ft) and have complex interactions with each other and their environments, forming intricate food webs. The study of animals is called zoology. Most living animal species are in the Bilateria, a clade whose members have a bilaterally symmetric body plan. The Bilateria include the protostomes -- in which many groups of invertebrates are found, such as nematodes, arthropods, and molluscs -- and the deuterostomes, containing the echinoderms and chordates (including the vertebrates). Life forms interpreted as early animals were present in the Ediacaran biota of the late Precambrian. Many modern animal phyla became clearly established in the fossil record as marine species during the Cambrian explosion which began around 542 million years ago. 6,331 groups of genes common to all living animals have been identified; these may have arisen from a single common ancestor that lived 650 million years ago. Aristotle divided animals into those with blood and those without. Carl Linnaeus created the first hierarchical biological classification for animals in 1758 with his Systema Naturae, which Jean-Baptiste Lamarck expanded into 14 phyla by 1809. In 1874, Ernst Haeckel divided the animal kingdom into the multicellular Metazoa (now synonymous with Animalia) and the Protozoa, single-celled organisms no longer considered animals. In modern times, the biological classification of animals relies on advanced techniques, such as molecular phylogenetics, which are effective at demonstrating the evolutionary relationships between animal taxa. Humans make use of many other animal species for food, including meat, milk, and eggs; for materials, such as leather and wool; as pets; and as working animals for power and transport. Dogs have been used in hunting, while many terrestrial and aquatic animals are hunted for sport. Non human animals have appeared in art from the earliest times and are featured in mythology and religion.",img/animalia.jpg,animalia
OWLClass_001135,"Plants are mainly multicellular, predominantly photosynthetic eukaryotes of the kingdom Plantae. They form the clade Viridiplantae (Latin for ""green plants"") that includes the flowering plants, conifers and other gymnosperms, ferns, clubmosses, hornworts, liverworts, mosses and the green algae, and excludes the red and brown algae. Historically, plants were treated as one of two kingdoms including all living things that were not animals, and all algae and fungi were treated as plants. However, all current definitions of Plantae exclude the fungi and some algae, as well as the prokaryotes (the archaea and bacteria). Green plants have cell walls containing cellulose and obtain most of their energy from sunlight via photosynthesis by primary chloroplasts that are derived from endosymbiosis with cyanobacteria. Their chloroplasts contain chlorophylls a and b, which gives them their green color. Some plants are secondarily parasitic or mycotrophic and may lose the ability to produce normal amounts of chlorophyll or to photosynthesize. Plants are characterized by sexual reproduction and alternation of generations, although asexual reproduction is also common. There are about 300-315 thousand species of plants, of which the great majority, some 260-290 thousand, are seed plants. Green plants provide a substantial proportion of the world's molecular oxygen and are the basis of most of Earth's ecosystems, especially on land. Plants that produce grain, fruit and vegetables form humankind's basic foodstuffs, and have been domesticated for millennia. Plants have many cultural and other uses as ornaments, building materials, writing material and in great variety, they have been the source of medicines and drugs. The scientific study of plants is known as botany, a branch of biology.",img/plantae.jpg,plantae
OWLClass_001136,"A fungus (plural: fungi or funguses) is any member of the group of eukaryotic organisms that includes microorganisms such as yeasts and molds, as well as the more familiar mushrooms. These organisms are classified as a kingdom, Fungi, which is separate from the other eukaryotic life kingdoms of plants and animals. A characteristic that places fungi in a different kingdom from plants, bacteria, and some protists is chitin in their cell walls. Similar to animals, fungi are heterotrophs; they acquire their food by absorbing dissolved molecules, typically by secreting digestive enzymes into their environment. Fungi do not photosynthesise. Growth is their means of mobility, except for spores (a few of which are flagellated), which may travel through the air or water. Fungi are the principal decomposers in ecological systems. These and other differences place fungi in a single group of related organisms, named the Eumycota (true fungi or Eumycetes), which share a common ancestor (form a monophyletic group), an interpretation that is also strongly supported by molecular phylogenetics. This fungal group is distinct from the structurally similar myxomycetes (slime molds) and oomycetes (water molds). The discipline of biology devoted to the study of fungi is known as mycology. In the past, mycology was regarded as a branch of botany, although it is now known fungi are genetically more closely related to animals than to plants. Abundant worldwide, most fungi are inconspicuous because of the small size of their structures, and their cryptic lifestyles in soil or on dead matter. Fungi include symbionts of plants, animals, or other fungi and also parasites. They may become noticeable when fruiting, either as mushrooms or as molds. Fungi perform an essential role in the decomposition of organic matter and have fundamental roles in nutrient cycling and exchange in the environment. They have long been used as a direct source of human food, in the form of mushrooms and truffles; as a leavening agent for bread; and in the fermentation of various food products, such as wine, beer, and soy sauce. Since the 1940s, fungi have been used for the production of antibiotics, and, more recently, various enzymes produced by fungi are used industrially and in detergents. Fungi are also used as biological pesticides to control weeds, plant diseases and insect pests. Many species produce bioactive compounds called mycotoxins, such as alkaloids and polyketides, that are toxic to animals including humans. The fruiting structures of a few species contain psychotropic compounds and are consumed recreationally or in traditional spiritual ceremonies. Fungi can break down manufactured materials and buildings, and become significant pathogens of humans and other animals. Losses of crops due to fungal diseases (e.g., rice blast disease) or food spoilage can have a large impact on human food supplies and local economies. The fungus kingdom encompasses an enormous diversity of taxa with varied ecologies, life cycle strategies, and morphologies ranging from unicellular aquatic chytrids to large mushrooms. However, little is known of the true biodiversity of Kingdom Fungi, which has been estimated at 2.2 million to 3.8 million species. Of these, only about 120,000 have been described, with over 8,000 species known to be detrimental to plants and at least 300 that can be pathogenic to humans. Ever since the pioneering 18th and 19th century taxonomical works of Carl Linnaeus, Christian Hendrik Persoon, and Elias Magnus Fries, fungi have been classified according to their morphology (e.g., characteristics such as spore color or microscopic features) or physiology. Advances in molecular genetics have opened the way for DNA analysis to be incorporated into taxonomy, which has sometimes challenged the historical groupings based on morphology and other traits. Phylogenetic studies published in the last decade have helped reshape the classification within Kingdom Fungi, which is divided into one subkingdom, seven phyla, and ten subphyla.",img/fungi.jpg,fungi
OWLClass_001137,"A protist is any eukaryotic organism that has cells with nuclei and is not an animal, plant or fungus. The protists do not form a natural group, or clade, since they have no common characteristic origin, but, like algae or invertebrates, they are often grouped together for convenience. In some systems of biological classification, such as the popular five-kingdom scheme proposed by Robert Whittaker in 1969, the protists make up a kingdom called Protista, composed of ""organisms which are unicellular or unicellular-colonial and which form no tissues"". Besides their relatively simple levels of organization, protists do not necessarily have much in common. When used, the term �protists� is now considered to mean a paraphyletic assemblage of similar-appearing but diverse taxa (biological groups) that are not related through an exclusive common ancestor, and have different life cycles, trophic levels, modes of locomotion, and cellular structures. In the classification system of Lynn Margulis, the term protist is reserved for microscopic organisms, while the more inclusive term Protoctista is applied to a biological kingdom which includes certain large multicellular eukaryotes, such as kelp, red algae and slime molds. Others use the term protist more broadly, to encompass both microbial eukaryotes and macroscopic organisms that do not fit into the other traditional kingdoms.",img/protista.jpg,protista
OWLClass_001138,"Bacteria (singular bacterium) is a type of biological cell. They constitute a large domain of prokaryotic microorganisms. Typically a few micrometres in length, bacteria have a number of shapes, ranging from spheres to rods and spirals. Bacteria were among the first life forms to appear on Earth, and are present in most of its habitats. Bacteria inhabit soil, water, acidic hot springs, radioactive waste, and the deep portions of Earth's crust. Bacteria also live in symbiotic and parasitic relationships with plants and animals. Most bacteria have not been characterised, and only about half of the bacterial phyla have species that can be grown in the laboratory. The study of bacteria is known as bacteriology, a branch of microbiology. There are typically 40 million bacterial cells in a gram of soil and a million bacterial cells in a millilitre of fresh water. Bacteria on Earth form a biomass which exceeds that of all plants and animals. Bacteria are vital in many stages of the nutrient cycle by recycling nutrients such as the fixation of nitrogen from the atmosphere. The nutrient cycle includes the decomposition of dead bodies and bacteria are responsible for the putrefaction stage in this process. In the biological communities surrounding hydrothermal vents and cold seeps, extremophile bacteria provide the nutrients needed to sustain life by converting dissolved compounds, such as hydrogen sulphide and methane, to energy. In March 2013, data reported by researchers in October 2012, was published. It was suggested that bacteria thrive in the Mariana Trench, which with a depth of up to 11 kilometres is the deepest known part of the oceans. Other researchers reported related studies that microbes thrive inside rocks up to 580 metres below the sea floor under 2.6 kilometres of ocean off the coast of the northwestern United States. According to one of the researchers, ""You can find microbes everywhere -- they're extremely adaptable to conditions, and survive wherever they are."" The famous notion that bacterial cells in the human body outnumber human cells by a factor of 10:1 has been debunked. There are approximately 39 trillion bacterial cells in the human microbiota as personified by a ""reference"" 70 kg male 170 cm tall, whereas there are 30 trillion human cells in the body. This means that although they do have the upper hand in actual numbers, it is only by 30%, and not 900%. The largest number exist in the gut flora, and a large number on the skin. The vast majority of the bacteria in the body are rendered harmless by the protective effects of the immune system, though many are beneficial, particularly in the gut flora. However several species of bacteria are pathogenic and cause infectious diseases, including cholera, syphilis, anthrax, leprosy, and bubonic plague. The most common fatal bacterial diseases are respiratory infections, with tuberculosis alone killing about 2 million people per year, mostly in sub-Saharan Africa. In developed countries, antibiotics are used to treat bacterial infections and are also used in farming, making antibiotic resistance a growing problem. In industry, bacteria are important in sewage treatment and the breakdown of oil spills, the production of cheese and yogurt through fermentation, the recovery of gold, palladium, copper and other metals in the mining sector, as well as in biotechnology, and the manufacture of antibiotics and other chemicals. Once regarded as plants constituting the class Schizomycetes, bacteria are now classified as prokaryotes. Unlike cells of animals and other eukaryotes, bacterial cells do not contain a nucleus and rarely harbour membrane-bound organelles. Although the term bacteria traditionally included all prokaryotes, the scientific classification changed after the discovery in the 1990s that prokaryotes consist of two very different groups of organisms that evolved from an ancient common ancestor. These evolutionary domains are called Bacteria and Archaea.",img/bacteria.jpg,bacteria
OWLClass_001139,"Archaea constitute a domain of single-celled microorganisms. These microbes (archaea; singular archaeon) are prokaryotes, meaning they have no cell nucleus. Archaea were initially classified as bacteria, receiving the name archaebacteria (in the Archaebacteria kingdom), but this classification is outdated. Archaeal cells have unique properties separating them from the other two domains of life, Bacteria and Eukarya. The Archaea are further divided into multiple recognized phyla. Classification is difficult because the majority have not been isolated in the laboratory and have only been detected by analysis of their nucleic acids in samples from their environment. Archaea and bacteria are generally similar in size and shape, although a few archaea have shapes quite unlike that of bacteria, such as the flat and square-shaped cells of Haloquadratum walsbyi. Despite this morphological similarity to bacteria, archaea possess genes and several metabolic pathways that are more closely related to those of eukaryotes, notably the enzymes involved in transcription and translation. Other aspects of archaeal biochemistry are unique, such as their reliance on ether lipids in their cell membranes, including archaeols. Archaea use more energy sources than eukaryotes: these range from organic compounds, such as sugars, to ammonia, metal ions or even hydrogen gas. Salt-tolerant archaea (the Haloarchaea) use sunlight as an energy source, and other species of archaea fix carbon, but unlike plants and cyanobacteria, no known species of archaea does both. Archaea reproduce asexually by binary fission, fragmentation, or budding; unlike bacteria and eukaryotes, no known species forms spores. Archaea were initially viewed as extremophiles living in harsh environments, such as hot springs and salt lakes, but they have since been found in a broad range of habitats, including soils, oceans, and marshlands. They are also part of the human microbiota, found in the colon, mouth, and skin. Archaea are particularly numerous in the oceans, and the archaea in plankton may be one of the most abundant groups of organisms on the planet. Archaea are a major part of Earth's life and may play roles in both the carbon cycle and the nitrogen cycle. No clear examples of archaeal pathogens or parasites are known, but they are often mutualists or commensals. One example is the methanogens that inhabit human and ruminant guts, where their vast numbers aid digestion. Methanogens are also used in biogas production and sewage treatment, and biotechnology exploits enzymes from extremophile archaea that can endure high temperatures and organic solvents.",img/archaea.jpg,archaea
OWLClass_001140,"Acanthocephala is a phylum of parasitic worms known as acanthocephalans, thorny-headed worms, or spiny-headed worms, characterized by the presence of an eversible proboscis, armed with spines, which it uses to pierce and hold the gut wall of its host. Acanthocephalans have complex life cycles, involving at least two hosts, which may include invertebrates, fish, amphibians, birds, and mammals.  About 1150 species have been described. The Acanthocephala were thought to be a discrete phylum. Recent genome analysis has shown that they are descended from, and should be considered as, highly modified rotifers. This finding is an example of molecular phylogenetics. This unified taxon is known as Syndermata.",img/acanthocephala.jpg,acanthocephala
OWLClass_001141,"The annelids also known as the ringed worms or segmented worms, are a large phylum, with over 22,000 extant species including ragworms, earthworms, and leeches. The species exist in and have adapted to various ecologies � some in marine environments as distinct as tidal zones and hydrothermal vents, others in fresh water, and yet others in moist terrestrial environments.







The annelids are bilaterally symmetrical, triploblastic, coelomate, invertebrate organisms. They also have parapodia for locomotion. Most textbooks still use the traditional division into polychaetes (almost all marine), oligochaetes (which include earthworms) and leech-like species. Cladistic research since 1997 has radically changed this scheme, viewing leeches as a sub-group of oligochaetes and oligochaetes as a sub-group of polychaetes. In addition, the Pogonophora, Echiura and Sipuncula, previously regarded as separate phyla, are now regarded as sub-groups of polychaetes. Annelids are considered members of the Lophotrochozoa, a ""super-phylum"" of protostomes that also includes molluscs, brachiopods, flatworms and nemerteans.",img/annelida.jpg,annelida
OWLClass_001142,"An arthropod is an invertebrate animal having an exoskeleton (external skeleton), a segmented body, and paired jointed appendages. Arthropods form the phylum Euarthropoda, which includes insects, arachnids, myriapods, and crustaceans. The term Arthropoda as originally proposed refers to a proposed grouping of Euarthropods and the phylum Onychophora. Arthropods are characterized by their jointed limbs and cuticle made of chitin, often mineralised with calcium carbonate. The arthropod body plan consists of segments, each with a pair of appendages. The rigid cuticle inhibits growth, so arthropods replace it periodically by moulting. Their versatility has enabled them to become the most species-rich members of all ecological guilds in most environments. They have over a million described species, making up more than 80 per cent of all described living animal species, some of which, unlike most other animals, are very successful in dry environments. Arthropods range in size from the microscopic crustacean Stygotantulus up to the Japanese spider crab. Arthropods' primary internal cavity is a hemocoel, which accommodates their internal organs, and through which their haemolymph -- analogue of blood -- circulates; they have open circulatory systems. Like their exteriors, the internal organs of arthropods are generally built of repeated segments. Their nervous system is ""ladder-like"", with paired ventral nerve cords running through all segments and forming paired ganglia in each segment. Their heads are formed by fusion of varying numbers of segments, and their brains are formed by fusion of the ganglia of these segments and encircle the esophagus. The respiratory and excretory systems of arthropods vary, depending as much on their environment as on the subphylum to which they belong. Their vision relies on various combinations of compound eyes and pigment-pit ocelli: in most species the ocelli can only detect the direction from which light is coming, and the compound eyes are the main source of information, but the main eyes of spiders are ocelli that can form images and, in a few cases, can swivel to track prey. Arthropods also have a wide range of chemical and mechanical sensors, mostly based on modifications of the many setae (bristles) that project through their cuticles. Arthropods' methods of reproduction and development are diverse; all terrestrial species use internal fertilization, but this is often by indirect transfer of the sperm via an appendage or the ground, rather than by direct injection. Aquatic species use either internal or external fertilization. Almost all arthropods lay eggs, but scorpions give birth to live young after the eggs have hatched inside the mother. Arthropod hatchlings vary from miniature adults to grubs and caterpillars that lack jointed limbs and eventually undergo a total metamorphosis to produce the adult form. The level of maternal care for hatchlings varies from nonexistent to the prolonged care provided by scorpions. The evolutionary ancestry of arthropods dates back to the Cambrian period. The group is generally regarded as monophyletic, and many analyses support the placement of arthropods with cycloneuralians (or their constituent clades) in a superphylum Ecdysozoa. Overall, however, the basal relationships of Metazoa are not yet well resolved. Likewise, the relationships between various arthropod groups are still actively debated. Arthropods contribute to the human food supply both directly as food, and more importantly indirectly as pollinators of crops. Some species are known to spread severe disease to humans, livestock, and crops.",img/arthropoda.jpg,arthropoda
